CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;4.4;30;12;6;300;39
01:00;7.2;26;6;5;420;34
02:00;7.2;27;5;4;460;32
03:00;7.2;24;4;3;450;29
04:00;7.4;26;5;7;510;37
05:00;8.8;;;;;
06:00;5.5;19;5;4;440;25
07:00;4.3;25;4;12;330;43
08:00;3.1;14;4;2;280;16
09:00;2.2;15;4;2;280;18
10:00;2.5;16;6;2;310;20
11:00;2.7;23;5;6;320;31
12:00;3.4;27;5;10;360;42
13:00;3.4;27;5;11;320;43
14:00;3.6;33;4;21;470;64
15:00;5.2;38;5;28;560;81
16:00;5.6;43;7;26;590;83
17:00;6.4;41;8;28;620;83
18:00;8.6;45;8;27;730;86
19:00;9.1;42;9;21;730;73
20:00;7.1;31;10;11;320;47
21:00;5.6;33;11;10;370;48
22:00;5.1;30;11;9;320;43
23:00;4.5;29;11;9;280;42
