CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;28;25;90;69;4;900;34
01:00;12;11;26;18;2;450;15
02:00;12;11;26;18;2;440;14
03:00;11;11;21;14;1;380;13
04:00;9;9;17;10;1;360;11
05:00;8;9;16;10;1;360;10
06:00;9;7;13;8;2;320;11
07:00;11;7;15;9;2;320;14
08:00;14;8;14;9;3;330;18
09:00;13;9;15;9;4;380;17
10:00;15;8;15;9;5;380;21
11:00;17;11;26;17;7;440;27
12:00;17;12;28;19;7;490;27
13:00;18;14;27;18;9;490;31
14:00;22;13;33;20;9;460;35
15:00;21;10;30;18;7;;31
16:00;33;12;43;26;13;650;53
17:00;31;15;50;37;8;690;43
18:00;40;15;63;47;10;830;54
19:00;40;19;76;57;12;890;58
20:00;37;20;77;58;11;970;54
21:00;42;23;87;66;11;1050;58
22:00;34;23;85;64;7;1000;45
23:00;31;24;86;65;6;930;40
