CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.7;35;3;82;2;410;36
01:00;1.4;38;5;82;3;580;42
02:00;1.5;19;2;82;2;310;21
03:00;1;19;2;82;1;420;20
04:00;1.5;14;2;82;1;360;15
05:00;1.5;14;2;82;3;;18
06:00;1.5;15;2;82;8;420;27
07:00;1.5;14;2;82;5;470;21
08:00;1;21;1;82;16;1580;44
09:00;2.3;34;2;82;35;1330;86
10:00;3.6;33;2;82;26;1610;73
11:00;1.6;9;2;82;3;670;13
12:00;0.6;8;2;82;2;630;11
13:00;0.6;5;2;82;1;420;6
14:00;0.6;5;3;82;1;470;7
15:00;0.6;9;4;82;2;500;11
16:00;0.6;3;3;82;1;380;4
17:00;0.6;10;3;82;2;430;13
18:00;0.6;8;3;82;1;450;10
19:00;0.6;16;6;82;2;750;18
20:00;0.6;13;5;82;1;480;13
21:00;0.6;11;4;82;0;280;11
22:00;0.6;9;3;82;0;250;9
23:00;0.6;13;2;82;0;280;13
