CZAS;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;3;28;14;340
01:00;3;28;13;350
02:00;1;58;34;610
03:00;2;56;33;530
04:00;2;47;28;430
05:00;2;44;24;380
06:00;2;42;22;340
07:00;2;39;20;
08:00;3;37;18;370
09:00;8;66;24;720
10:00;;64;26;
11:00;21;37;13;500
12:00;10;20;6;220
13:00;6;17;4;160
14:00;4;11;3;170
15:00;4;11;3;280
16:00;5;14;4;330
17:00;8;12;4;340
18:00;8;13;3;370
19:00;6;12;3;310
20:00;5;11;3;260
21:00;4;44;19;250
22:00;4;36;18;250
23:00;4;31;16;500
