CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;3.5;16;12;56;42;3;1390;22
01:00;3;16;12;48;36;2;740;19
02:00;2.5;16;12;45;34;2;980;20
03:00;3.5;14;15;43;32;2;740;18
04:00;3.5;15;14;46;35;3;680;21
05:00;4;18;15;39;28;6;470;28
06:00;2.6;11;11;33;23;2;660;15
07:00;2;10;11;38;25;1;730;13
08:00;2.5;14;12;46;31;4;620;21
09:00;3.1;12;13;45;31;4;590;20
10:00;4.4;15;18;47;35;10;570;31
11:00;3.1;11;16;46;33;6;700;21
12:00;5.3;12;21;52;37;7;630;24
13:00;3.1;9;14;49;34;4;610;17
14:00;3;14;12;50;37;5;840;23
15:00;12.5;25;19;58;43;13;830;46
16:00;6.3;20;18;61;47;7;790;32
17:00;5.1;18;17;59;45;3;830;23
18:00;3.5;17;16;57;44;4;1100;25
19:00;4;17;14;59;46;4;1170;24
20:00;7.2;21;20;68;54;10;930;37
21:00;4.8;17;14;56;44;4;770;24
22:00;3.9;17;12;51;40;7;;28
23:00;4.7;16;17;55;42;4;950;24
