CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2.1;16;16;69;55;1;480;17
01:00;1.6;22;26;53;42;2;400;25
02:00;1.6;24;29;55;43;2;390;27
03:00;1.6;16;20;53;42;1;360;18
04:00;1.6;17;20;62;51;2;390;19
05:00;1.6;18;20;52;41;2;370;20
06:00;1.3;26;22;48;37;7;380;36
07:00;1.3;34;20;50;38;14;540;56
08:00;1.5;46;20;54;40;24;600;82
09:00;1.6;44;19;41;31;23;510;79
10:00;1.5;30;22;39;30;8;380;41
11:00;1.3;30;25;47;37;7;410;41
12:00;1.3;41;27;52;38;17;480;66
13:00;1.6;34;20;44;34;19;460;63
14:00;1.6;26;20;48;30;12;350;45
15:00;1.5;35;23;59;33;11;370;52
16:00;1.3;37;30;65;40;8;410;48
17:00;1.3;28;23;56;41;2;390;30
18:00;1.6;37;23;76;53;2;540;40
19:00;1.8;37;25;90;65;2;610;40
20:00;2.5;34;25;106;75;2;760;37
21:00;2.5;21;22;;;1;680;22
22:00;2.3;20;25;;55;1;770;21
23:00;2.3;18;21;78;62;1;590;19
