CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;37;4;38;24;4;480;43
01:00;34;4;40;25;2;470;37
02:00;28;4;80;42;5;870;36
03:00;9;3;31;21;0;400;10
04:00;8;5;31;21;0;360;8
05:00;6;4;28;19;0;340;7
06:00;6;4;28;19;0;310;7
07:00;6;4;28;19;0;360;7
08:00;8;3;27;18;1;400;9
09:00;7;3;21;13;1;360;8
10:00;5;3;22;13;1;350;7
11:00;5;3;21;11;1;360;6
12:00;6;4;20;11;1;320;7
13:00;4;3;19;10;1;320;6
14:00;4;2;20;10;1;380;5
15:00;8;4;18;8;1;400;9
16:00;25;3;19;10;7;490;35
17:00;23;4;21;9;6;470;32
18:00;23;4;20;8;6;430;32
19:00;24;4;25;11;5;;31
20:00;32;4;27;12;6;460;40
21:00;44;4;27;13;8;530;55
22:00;50;4;29;16;6;550;58
23:00;39;3;33;20;5;490;47
