CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;4.2;26;3;91;62;1090;120
01:00;3.3;20;1;73;49;1040;96
02:00;1.1;14;3;26;0;290;13
03:00;1.1;14;3;28;0;300;13
04:00;0.6;14;3;14;1;400;16
05:00;1.1;21;3;22;7;450;32
06:00;1.1;28;3;39;23;600;64
07:00;1.1;30;4;42;18;580;58
08:00;1.1;24;3;51;15;580;46
09:00;1.1;16;5;62;9;510;30
10:00;0.4;14;5;39;6;440;23
11:00;0;14;6;22;8;480;26
12:00;0;16;14;20;5;410;23
13:00;0;13;7;17;4;370;20
14:00;0;14;5;17;4;380;20
15:00;0;13;5;7;3;380;17
16:00;0;12;8;3;3;340;16
17:00;0;11;5;14;3;370;16
18:00;0;18;3;10;3;420;22
19:00;0;24;5;16;1;440;26
20:00;0.5;28;4;44;2;720;30
21:00;2.2;32;3;78;4;880;39
22:00;4.5;31;2;102;5;840;37
23:00;5.8;36;3;90;25;;74
