CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;10;6;16;10;2;330;12
01:00;22;12;15;10;3;440;25
02:00;10;8;10;7;2;340;13
03:00;9;8;10;6;2;320;11
04:00;13;6;11;7;2;;15
05:00;9;7;7;3;2;280;11
06:00;9;7;7;3;3;270;12
07:00;11;6;7;3;3;280;15
08:00;12;6;8;3;4;320;18
09:00;13;6;9;4;5;340;21
10:00;14;6;11;6;5;380;21
11:00;16;7;19;8;6;350;24
12:00;13;7;18;7;5;350;21
13:00;14;7;20;7;5;360;22
14:00;14;7;18;7;6;330;22
15:00;14;6;17;7;5;310;21
16:00;14;6;17;8;4;350;21
17:00;14;6;19;10;4;330;21
18:00;17;7;21;11;5;390;24
19:00;16;6;21;11;5;370;23
20:00;14;7;19;10;3;380;19
21:00;15;7;19;11;3;340;20
22:00;12;6;17;10;3;380;17
23:00;11;6;16;10;3;290;15
