CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;6.4;49;22;114;88;16;1090;1212.5;73
01:00;3.4;28;15;;;4;750;742.5;33
02:00;3.8;28;18;;;4;790;745;33
03:00;4.4;29;19;;;6;850;763.75;38
04:00;4.4;28;19;;;9;880;780;42
05:00;4;29;17;;;10;830;788.75;44
06:00;4.1;35;17;;;43;970;816.25;100
07:00;2.1;33;11;;;20;590;800;62
08:00;3.1;46;9;;;82;930;823.75;172
09:00;4.7;50;10;;;114;1290;891.25;225
10:00;4.1;51;15;;;71;1060;925;159
11:00;2.9;46;14;;;34;670;902.5;98
12:00;3.1;49;14;;;48;830;896.25;121
13:00;2.6;50;11;51;39;42;630;871.25;113
14:00;3.4;52;11;48;36;36;650;831.25;107
15:00;2.8;56;11;53;40;38;740;850;113
16:00;3.3;68;10;60;45;65;970;855;167
17:00;4.2;70;14;75;54;61;1060;826.25;164
18:00;3.9;74;18;67;51;58;950;812.5;162
19:00;3.8;68;19;68;52;45;1010;855;135
20:00;6;63;18;107;82;43;1490;937.5;129
21:00;7.7;60;19;109;84;38;1290;1020;117
22:00;8;59;24;134;103;46;1490;1125;129
23:00;8.6;54;26;122;94;28;1320;1197.5;96
