CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.1;31;3;22;2;460;36
01:00;1.1;17;3;22;1;270;20
02:00;0.5;13;2;22;1;230;15
03:00;0.5;14;2;22;1;210;16
04:00;0.5;15;2;22;1;270;17
05:00;0.5;16;2;22;0;340;16
06:00;0.5;31;3;22;13;490;52
07:00;0.8;50;2;22;44;890;118
08:00;1.7;54;2;22;55;1060;139
09:00;1.7;60;3;22;61;1130;154
10:00;1.7;50;3;22;40;870;112
11:00;1.1;50;3;22;43;880;116
12:00;1.1;42;2;22;26;780;82
13:00;1.1;39;3;22;21;780;71
14:00;0.8;38;2;22;22;820;72
15:00;1.1;40;2;22;25;860;79
16:00;1.1;42;3;22;25;910;81
17:00;1.1;48;3;22;22;670;83
18:00;1.1;40;3;22;18;620;68
19:00;1.1;41;2;22;13;;62
20:00;0.8;29;2;22;2;320;33
21:00;0.8;34;2;22;8;370;45
22:00;1.1;37;2;22;9;430;52
23:00;1.1;31;4;22;1;350;34
