CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;7.2;30;8;62;7;530;40
01:00;0.8;17;7;18;3;410;20
02:00;0.9;22;6;20;5;450;28
03:00;1.8;27;6;30;8;480;38
04:00;1.4;24;2;28;12;580;43
05:00;1.9;25;2;46;28;720;68
06:00;1.9;22;1;54;27;690;64
07:00;1.9;30;2;36;110;1010;197
08:00;3.1;41;2;48;184;1790;321
09:00;7.9;46;2;69;154;1830;281
10:00;10.6;51;5;122;210;2210;372
11:00;12.2;57;8;139;148;1650;283
12:00;10;51;5;119;78;1080;170
13:00;6.3;50;5;92;60;810;142
14:00;3.6;41;2;59;20;;71
15:00;1.9;64;3;86;96;1050;210
16:00;4.9;67;5;139;152;1140;299
17:00;5.5;67;5;139;151;1200;299
18:00;5.1;63;7;152;144;1760;282
19:00;12.3;62;7;162;150;1450;290
20:00;9.3;55;7;142;86;1170;187
21:00;6.6;56;7;117;81;1250;179
22:00;6.5;51;4;77;156;1620;289
23:00;6.8;25;8;69;7;440;36
