CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.3;45;2;25;370;82
01:00;1.3;37;2;19;700;66
02:00;0.9;15;2;1;300;16
03:00;3.8;19;1;2;330;21
04:00;4.8;21;1;3;600;25
05:00;3.8;30;1;11;580;46
06:00;2.3;34;1;18;430;60
07:00;1.2;38;1;20;400;68
08:00;0.4;29;1;5;340;37
09:00;0.4;36;1;20;400;66
10:00;1.2;40;1;32;560;90
11:00;1.3;42;1;28;550;85
12:00;1.3;47;1;27;610;88
13:00;1.3;46;2;18;580;73
14:00;1.1;45;3;16;530;70
15:00;1;41;6;15;590;63
16:00;1.1;38;7;13;580;57
17:00;1.1;46;11;10;520;61
18:00;1;33;11;4;450;39
19:00;0.9;22;6;3;510;26
20:00;0.7;38;4;7;450;49
21:00;0.6;61;3;9;620;74
22:00;0.9;48;2;21;660;79
23:00;1.2;68;2;20;780;98
