CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;12.9;64;10;143;77;2070;181
01:00;12;54;9;150;72;2130;162
02:00;2.4;34;3;45;10;1020;49
03:00;2.6;22;3;35;1;990;23
04:00;3;28;4;42;5;1150;36
05:00;3.5;46;5;37;53;1380;126
06:00;3.1;45;7;63;101;1520;199
07:00;5.3;57;12;100;163;2020;304
08:00;7.3;;;119;;;
09:00;3.7;;;74;;440;
10:00;1;15;11;58;5;330;23
11:00;0.6;18;21;36;5;470;26
12:00;2;20;26;24;4;380;26
13:00;1.4;19;28;26;5;360;26
14:00;0.9;16;20;14;6;360;25
15:00;0.9;15;17;26;3;400;19
16:00;0.6;18;20;11;3;550;22
17:00;0.4;13;8;14;2;340;15
18:00;0;12;7;15;1;370;14
19:00;0.6;44;8;42;5;810;51
20:00;2.5;75;8;64;6;1010;84
21:00;2.1;88;14;66;58;1280;175
22:00;5.3;91;9;103;94;1540;233
23:00;7.9;87;11;123;122;2370;273
