CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;4;23;11;6;350;31
01:00;5.7;17;5;2;510;20
02:00;4.6;14;2;2;420;16
03:00;3.1;13;3;2;;16
04:00;2.6;16;6;3;280;19
05:00;2.6;18;8;3;260;23
06:00;2.6;17;8;2;260;21
07:00;2.3;15;6;2;270;17
08:00;2.3;18;3;2;370;21
09:00;2.4;16;2;3;290;19
10:00;2.5;13;1;3;250;18
11:00;2.6;14;2;3;270;18
12:00;2.9;22;2;10;300;36
13:00;3.4;40;2;27;460;80
14:00;4.8;47;2;38;510;104
15:00;4.4;35;3;21;320;68
16:00;4.3;35;;23;380;69
17:00;4.7;43;;36;440;98
18:00;5.5;44;3;34;490;95
19:00;6.1;40;7;25;450;77
20:00;5.4;26;3;12;280;44
21:00;4.8;28;6;16;350;51
22:00;4.8;25;6;11;320;41
23:00;4.2;25;8;12;400;43
