CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;33;22;107;84;8;980;45
01:00;30;23;77;63;6;660;39
02:00;27;22;67;55;5;620;34
03:00;26;19;63;52;6;540;35
04:00;24;16;68;56;13;680;44
05:00;23;12;69;56;24;680;59
06:00;30;14;53;43;35;620;84
07:00;29;15;50;40;11;510;46
08:00;31;15;42;31;15;440;54
09:00;31;22;50;29;19;380;60
10:00;33;18;53;32;25;;71
11:00;35;17;53;37;30;550;81
12:00;34;17;50;35;19;580;63
13:00;27;16;25;17;10;380;42
14:00;34;15;33;24;12;340;51
15:00;43;17;49;35;13;520;63
16:00;52;15;57;41;21;660;84
17:00;62;15;74;53;77;960;178
18:00;54;16;85;60;77;1060;172
19:00;52;15;79;58;56;930;137
20:00;47;14;75;60;33;910;98
21:00;44;16;110;87;30;1090;89
22:00;42;16;88;69;26;920;82
23:00;37;14;70;55;27;760;79
