CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.9;31;6;63;37;63;810;129
01:00;1;25;6;54;31;61;790;120
02:00;0.4;11;7;25;18;0;290;11
03:00;0.4;6;8;21;13;0;210;6
04:00;0.4;6;8;23;13;0;;6
05:00;0.4;6;6;20;12;0;;6
06:00;0.4;13;6;21;13;2;270;17
07:00;0.4;26;6;24;15;6;380;37
08:00;0.4;28;7;29;17;12;430;48
09:00;0.4;29;7;27;16;13;470;50
10:00;0.4;28;6;27;17;15;430;51
11:00;0.4;19;7;26;16;6;370;29
12:00;0.4;18;7;29;17;5;340;25
13:00;0.4;15;7;33;18;2;340;19
14:00;0.4;19;7;41;20;4;250;26
15:00;0.4;28;8;47;22;14;430;50
16:00;0.4;19;7;35;17;6;310;29
17:00;0.4;17;7;26;12;5;370;26
18:00;0.4;25;7;27;12;4;390;32
19:00;0.4;44;9;29;12;9;500;58
20:00;0.6;45;10;40;21;5;350;54
21:00;0.5;36;11;40;21;6;420;47
22:00;0.4;27;8;35;18;2;400;31
23:00;0.4;27;7;42;23;11;480;44
