CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;1.61352;24.3122;4.52712;53.5379;44.7724;4.09997;660.355;725.127;30.5877
01:00;3.26981;32.8308;9.14518;55.2508;42.6868;5.59393;971.85;793.411;41.302
02:00;3.19712;23.1977;10.1937;41.7529;32.8786;2.64931;976.9;843.255;27.285
03:00;2.72106;14.2841;8.77278;35.4451;29.9643;2.33167;606.813;818.191;17.869
04:00;2.38378;14.6189;8.59175;37.2853;31.565;2.40246;638.789;808.764;18.297
05:00;2.09099;19.4024;7.6807;35.1219;29.5949;3.31238;640.611;798.492;24.396
06:00;1.88352;42.4387;7.99251;36.2184;29.5266;41.1473;809.782;816.158;105.395
07:00;1.80868;50.7702;8.11147;43.7171;36.3003;58.8411;979.74;852.649;140.598
08:00;1.77952;47.5139;7.50632;47.9467;38.466;53.5888;896.749;815.154;129.47
09:00;1.75187;44.647;8.20088;50.4515;38.675;38.965;814.934;795.54;104.111
10:00;1.72125;49.3259;8.92868;46.1115;36.7751;52.1374;877.368;783.098;128.935
11:00;1.69128;55.2637;10.4951;46.5524;37.6474;62.9058;869.527;815.938;151.405
12:00;1.84367;50.0908;11.2732;44.3649;35.56;48.1345;827.652;839.545;123.692
13:00;1.77811;52.5306;11.3338;44.0061;34.7679;50.3876;908.726;873.06;129.577
14:00;1.79291;52.2753;11.4165;35.4806;26.1785;31.0437;764.383;867.385;99.724
15:00;1.57108;44.514;11.8081;32.3093;23.2671;18.7924;684.868;830.526;73.342
16:00;1.57162;41.2618;10.6303;41.0527;29.3378;16.5293;727.74;809.4;66.5638
17:00;1.4917;49.1435;7.35189;44.2767;36.065;22.0399;774.596;804.358;82.9578
18:00;1.62313;51.8079;6.29307;50.1019;41.5763;26.9549;744.659;787.769;93.1555
19:00;1.59937;54.6343;5.61033;56.4526;46.6787;25.5627;796.275;778.612;93.8423
20:00;1.67778;50.3636;5.50541;56.6439;47.5219;21.895;811.51;776.595;83.9506
21:00;1.81386;41.7359;4.52491;54.9415;46.2813;13.8417;788.019;761.506;62.9567
22:00;1.7536;22.4239;4.59658;38.6349;32.7147;6.10104;602.635;741.288;31.7783
23:00;1.75338;25.9281;4.85593;43.9335;36.9417;6.93757;622.968;733.55;36.5766
