CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.9;22;3;41;1;260;23
01:00;0.4;29;2;39;3;260;33
02:00;21.6;39;4;142;4;1120;45
03:00;13.4;30;4;113;3;670;34
04:00;4.5;29;3;49;3;520;34
05:00;8.2;30;3;59;17;610;57
06:00;25.1;31;3;69;50;670;109
07:00;26;34;3;81;34;630;86
08:00;36.2;40;2;73;9;300;54
09:00;1.8;21;3;59;4;230;28
10:00;0.7;10;3;45;2;250;13
11:00;0.4;11;3;28;2;250;14
12:00;0.4;9;4;;2;210;11
13:00;0.4;8;3;;2;210;11
14:00;0.4;17;2;24;5;270;24
15:00;0.4;7;3;16;1;230;9
16:00;0.4;8;3;27;1;210;10
17:00;0.4;8;3;18;1;230;10
18:00;0.4;14;3;19;3;290;19
19:00;0.4;21;2;15;3;270;26
20:00;0.4;29;3;18;3;340;34
21:00;0.9;27;3;46;1;340;29
22:00;0.9;37;3;56;2;370;40
23:00;0.9;28;2;52;1;280;29
