CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;15.5;37;6;174;131;177;2780;307
01:00;1.3;19;13;21;15;3;470;24
02:00;1.3;6;9;14;10;1;360;7
03:00;1.3;8;9;16;12;1;380;9
04:00;1.2;9;9;15;11;1;370;10
05:00;1;17;8;24;14;3;430;22
06:00;1;30;8;20;13;8;490;41
07:00;1;40;10;23;12;20;580;70
08:00;1.4;59;8;71;29;137;1170;269
09:00;1.8;62;10;69;33;161;1440;308
10:00;2.5;55;17;62;32;61;920;147
11:00;2.6;41;14;40;17;31;620;88
12:00;2.3;23;10;24;13;11;480;40
13:00;2.4;22;8;24;13;10;480;37
14:00;1.8;31;8;32;17;11;570;49
15:00;1.6;46;10;38;22;20;660;76
16:00;1.9;52;10;43;26;20;690;82
17:00;2.1;70;12;97;58;68;1250;173
18:00;3.3;70;11;173;101;140;1810;284
19:00;4.9;;;217;145;;;
20:00;7.6;70;8;231;149;274;2560;487
21:00;9.4;52;7;195;132;187;2230;338
22:00;11.5;50;7;219;160;183;2980;329
23:00;14.1;48;7;209;146;251;3080;432
