CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;5.1;29;3;186;147;121;2210;213
01:00;7.7;16;9;145;117;136;2400;223
02:00;6.8;14;7;146;117;118;2150;193
03:00;6;13;7;128;104;83;1770;138
04:00;5.1;12;6;122;98;75;1650;125
05:00;3.4;13;7;101;80;69;1340;117
06:00;1.7;12;7;114;90;85;1320;142
07:00;1.7;19;7;116;86;150;1520;247
08:00;3.4;21;8;103;77;149;1290;248
09:00;3.4;41;9;130;98;211;2180;362
10:00;5.1;56;7;120;84;112;1630;226
11:00;7.7;58;8;108;77;50;1150;134
12:00;12.8;56;11;197;102;39;1230;115
13:00;11;67;14;169;103;34;1210;117
14:00;5;71;9;156;117;25;1050;108
15:00;3.4;76;11;119;79;42;1010;139
16:00;1.2;70;7;57;33;48;710;142
17:00;1.7;87;10;118;70;152;1410;319
18:00;4.3;90;11;314;228;218;2340;422
19:00;7.7;81;10;303;232;176;;350
20:00;6.8;64;10;175;124;172;1830;325
21:00;5.1;57;7;168;123;166;1760;310
22:00;6.8;48;6;207;153;227;2750;394
23:00;7.7;36;3;174;132;163;2300;285
