CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;4.8;15;4;35;1;720;16
01:00;0.2;13;4;24;1;680;14
02:00;2.9;38;5;72;8;1320;50
03:00;2.5;33;4;74;16;1370;57
04:00;2.3;25;4;51;13;;46
05:00;2.1;20;4;35;11;830;38
06:00;2.1;39;5;79;17;960;65
07:00;2.5;39;4;113;14;800;59
08:00;3.3;40;4;114;13;1010;61
09:00;8.1;53;5;136;12;1280;72
10:00;10.1;55;13;136;11;1030;73
11:00;5.5;32;26;96;6;690;42
12:00;1.2;17;14;66;4;560;23
13:00;0.2;12;11;41;3;430;17
14:00;0;16;15;42;4;450;22
15:00;0.4;22;9;56;6;700;33
16:00;1;24;7;67;5;750;33
17:00;0.5;10;5;50;3;620;14
18:00;1;8;5;43;3;610;12
19:00;1;12;4;35;3;660;16
20:00;0.7;16;4;30;3;750;20
21:00;0.9;32;3;38;7;940;43
22:00;2;30;3;66;7;1030;39
23:00;3.2;28;4;76;4;990;34
