CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;42;1;57;27;15;890;64
01:00;29;2;56;27;6;660;37
02:00;26;3;34;18;4;420;32
03:00;29;3;40;21;8;430;40
04:00;24;2;38;22;6;400;33
05:00;22;2;34;18;5;390;29
06:00;22;2;36;18;9;410;35
07:00;30;1;46;23;29;560;74
08:00;28;3;36;18;19;530;56
09:00;29;4;34;14;11;490;46
10:00;34;5;34;15;15;540;56
11:00;38;8;36;16;15;560;60
12:00;34;21;31;12;11;540;51
13:00;24;15;23;7;6;420;31
14:00;17;8;18;4;2;340;20
15:00;12;5;16;4;2;330;14
16:00;11;4;12;4;2;320;13
17:00;10;5;10;4;1;270;11
18:00;7;4;10;4;1;250;8
19:00;7;3;14;4;0;;8
20:00;10;3;21;7;1;280;10
21:00;12;2;35;17;1;300;12
22:00;20;3;57;20;2;420;21
23:00;55;2;72;34;18;1200;80
