CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.4;9;2;4;3;2;360;13
01:00;0.4;9;3;6;3;2;330;11
02:00;0.4;19;4;24;15;2;250;22
03:00;0.4;16;4;28;17;1;370;18
04:00;0.4;18;3;30;19;1;370;20
05:00;0.4;23;6;30;19;2;190;26
06:00;0.4;36;7;37;22;17;350;62
07:00;1;49;7;45;26;36;600;105
08:00;1.6;49;7;47;27;43;;115
09:00;2;36;8;48;28;29;;80
10:00;1;33;10;35;17;18;620;62
11:00;0.7;21;8;39;17;12;540;40
12:00;0.4;25;6;32;13;16;540;49
13:00;0.4;27;7;31;14;13;500;48
14:00;0.4;27;9;41;18;14;570;48
15:00;0.8;29;6;42;15;15;520;51
16:00;4;30;6;34;15;14;560;51
17:00;1;33;4;38;17;14;520;55
18:00;0.7;33;5;32;14;10;610;48
19:00;0.7;33;5;17;10;10;650;48
20:00;1;31;4;14;8;10;610;46
21:00;1;33;2;26;14;8;630;46
22:00;0.7;18;3;6;4;5;490;26
23:00;0.4;16;1;4;3;6;490;25
