CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;3.3;21;3;45;35;56;660;107
01:00;2.5;18;3;43;35;39;490;76
02:00;14.8;48;3;80;51;21;1040;81
03:00;13.2;44;2;98;62;27;1080;85
04:00;14.3;40;2;74;48;18;810;67
05:00;7;35;4;66;43;11;550;51
06:00;4.6;25;4;51;34;8;240;37
07:00;1.4;29;4;37;28;24;;66
08:00;1.8;30;4;56;38;30;470;76
09:00;6.1;26;5;72;43;16;850;50
10:00;10;23;4;77;44;11;880;40
11:00;8.3;16;2;94;44;6;860;24
12:00;10;27;3;123;58;19;1890;56
13:00;8.3;45;5;117;59;34;2190;97
14:00;7.6;46;5;101;51;32;1610;94
15:00;5.8;44;4;79;39;18;1390;71
16:00;8.6;47;5;107;48;14;1620;69
17:00;6.8;35;1;77;42;6;1350;44
18:00;1.2;18;3;32;24;1;340;19
19:00;1.7;34;3;67;48;14;460;56
20:00;8.3;61;3;88;52;104;1670;220
21:00;14.6;47;5;67;45;110;1360;214
22:00;5;37;4;59;45;81;870;160
23:00;3.2;29;4;53;38;123;1050;217
