CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;20;4;30;23;2;450;22
01:00;20;5;18;12;2;350;22
02:00;45;9;55;38;5;560;52
03:00;35;14;41;27;4;450;40
04:00;23;10;40;25;1;440;24
05:00;16;8;12;6;1;230;17
06:00;48;7;22;10;13;420;68
07:00;62;6;26;8;11;460;78
08:00;74;6;57;18;22;420;106
09:00;74;8;85;29;28;450;115
10:00;41;8;39;13;6;290;48
11:00;31;9;40;17;4;270;37
12:00;24;9;43;18;3;300;28
13:00;21;13;40;17;3;370;25
14:00;9;10;30;9;1;200;10
15:00;9;8;19;8;0;180;9
16:00;10;8;25;13;1;190;10
17:00;24;7;25;14;4;300;30
18:00;36;4;23;15;9;400;50
19:00;36;4;22;16;7;430;46
20:00;40;3;27;20;6;450;49
21:00;36;4;22;15;5;460;43
22:00;40;3;35;28;7;510;50
23:00;32;4;40;32;6;490;40
