CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;38;3;63;31;18;1610;66
01:00;30;3;42;20;6;970;40
02:00;24;2;38;20;6;370;34
03:00;19;2;30;15;7;320;30
04:00;15;2;27;14;4;250;22
05:00;12;2;27;13;5;220;20
06:00;14;1;29;13;13;320;34
07:00;26;2;60;23;30;500;72
08:00;33;5;76;17;13;410;53
09:00;19;6;49;9;4;180;25
10:00;12;4;;;2;;16
11:00;6;3;14;3;0;130;6
12:00;6;7;14;3;0;120;6
13:00;6;8;15;3;0;140;6
14:00;8;9;18;3;0;140;9
15:00;7;7;18;3;0;120;8
16:00;8;7;27;3;0;130;9
17:00;8;6;25;4;0;150;9
18:00;12;7;34;10;1;170;13
19:00;11;8;23;3;1;140;12
20:00;15;7;45;15;1;220;16
21:00;18;10;78;18;1;430;20
22:00;46;10;177;41;4;;53
23:00;52;6;116;39;22;1480;85
