CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.8;29;6;59;42;7;720;40
01:00;1.7;30;5;49;35;8;620;42
02:00;0.9;26;4;36;23;8;650;37
03:00;0.9;21;3;29;19;7;510;32
04:00;0.9;17;3;27;18;10;520;33
05:00;1.6;18;4;26;18;13;500;39
06:00;1.2;18;4;30;20;21;560;50
07:00;1.2;21;4;29;18;16;500;46
08:00;1.2;21;10;44;22;12;710;38
09:00;1.1;20;10;34;18;11;440;37
10:00;1.1;16;5;19;10;9;320;29
11:00;1.1;17;4;19;10;9;330;31
12:00;1;11;4;16;8;7;270;21
13:00;0.9;11;5;39;15;7;340;21
14:00;1.3;9;1;15;7;6;220;18
15:00;1.7;7;2;14;7;6;240;16
16:00;2.1;7;4;13;6;5;230;15
17:00;1.4;12;3;14;7;6;250;20
18:00;1.4;19;7;15;7;6;290;28
19:00;2.2;23;6;21;9;7;310;34
20:00;2.4;26;6;19;9;6;330;35
21:00;1.8;40;6;23;12;7;420;51
22:00;1.8;43;5;29;17;6;490;53
23:00;1.8;36;6;66;44;8;670;49
