CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;7.2;17;3;113;72;1110;127
01:00;6.2;15;3;97;52;920;95
02:00;2.1;35;3;31;10;530;50
03:00;2.1;28;3;37;4;;33
04:00;2.1;25;2;29;5;560;32
05:00;2.1;22;2;38;10;620;37
06:00;2.1;23;3;42;82;1210;148
07:00;3.6;26;4;64;124;1330;215
08:00;6.2;46;5;86;120;1570;229
09:00;4.6;38;8;84;49;970;112
10:00;2.6;35;15;;22;680;69
11:00;1;32;26;;18;580;59
12:00;0.7;31;44;24;14;490;53
13:00;0.4;27;32;69;8;440;39
14:00;0.4;27;37;52;8;470;39
15:00;0.4;36;48;33;11;480;52
16:00;0.7;37;50;34;5;450;44
17:00;0.7;57;46;52;14;740;78
18:00;2.6;58;9;138;97;1500;206
19:00;6.2;50;7;161;173;1900;315
20:00;6.2;42;6;148;176;1950;310
21:00;8.2;33;6;150;196;2100;332
22:00;9.2;25;5;164;155;1840;262
23:00;9.2;20;3;160;102;1350;176
