CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
00:00;1.02768;27.0509;11.9169;40.2357;28.0569;3.20895;329.907;302.709;31.962
01:00;1.00892;21.3129;11.57;38.3142;27.5257;2.21031;284.917;313.247;24.7016
02:00;0.8628;21.6844;12.6396;38.9476;28.4549;2.2685;262.958;316.237;25.1597
03:00;1.00639;22.1988;12.7395;39.5289;28.6803;2.07626;270.14;314.466;25.3919
04:00;1.00892;16.4215;10.2237;40.7903;30.8625;2.24599;275.771;311.121;19.8771
05:00;1.06916;22.3752;8.8981;40.935;30.4363;3.80231;273.781;306.079;28.2098
06:00;1.34732;43.4208;8.8752;48.3368;33.9005;22.2427;459.289;312.604;77.5514
07:00;1.43788;53.4482;9.5217;53.9723;36.4207;37.3255;546.04;337.85;110.703
08:00;1.04644;34.8533;13.5998;54.5431;34.4639;11.9338;388.497;345.174;53.1506
09:00;0.89049;23.7212;14.8788;46.7669;28.1188;7.37046;289.19;345.708;35.0212
10:00;1.01811;36.6488;16.5772;56.8976;32.5124;14.4558;332.606;354.414;58.8279
11:00;0.763225;44.1696;21.486;44.2052;25.891;18.2748;297.097;357.784;72.2072
12:00;1.08287;39.3584;19.357;50.9732;29.6078;17.3205;328.926;364.428;65.9337
13:00;1.04139;40.6417;31.1652;52.1832;30.6419;18.4982;412.442;381.761;69.0221
14:00;1.03435;42.3267;32.8718;52.042;30.8132;20.3725;365.017;369.977;73.5804
15:00;1.0762;41.713;31.7185;47.7862;28.3519;20.6275;346.547;345.04;73.3609
16:00;0.816621;43.6711;34.3372;43.7419;25.113;17.0115;349.831;340.207;69.7597
17:00;0.535935;27.4781;17.2629;32.7738;16.2088;7.23849;397.445;353.739;38.5836
18:00;0.56119;18.749;6.69151;25.6217;13.1525;3.15456;379.628;359.617;23.5926
19:00;0.63082;17.2478;7.05398;23.6236;13.1111;2.15696;352.903;366.592;20.5557
20:00;1.10398;16.9168;6.45406;23.4794;12.3829;1.75481;331.49;366.913;19.6056
21:00;0.781445;18.0683;6.75143;25.5898;14.076;1.60343;313.132;354.499;20.518
22:00;1.18497;14.2444;9.2547;30.9636;18.1487;1.15971;306.174;347.144;16.0394
23:00;0.702976;14.2168;7.5784;24.1758;14.0814;1.46453;300.331;341.367;16.4614
00:00;0.48723;10.6634;5.99543;22.7395;12.9336;1.5255;284.742;333.231;13.002
01:00;0.568225;6.72313;5.89779;22.6141;12.727;0.964;264.713;316.639;8.20358
