CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;16;3;26;14;3;220;21
01:00;15;3;24;13;3;310;19
02:00;11;3;9;5;2;110;14
03:00;11;2;7;4;2;110;14
04:00;10;2;7;3;2;100;14
05:00;11;2;7;3;2;110;15
06:00;14;3;4;3;4;130;20
07:00;24;2;3;3;11;240;40
08:00;24;1;3;3;9;200;38
09:00;27;2;3;3;9;200;40
10:00;25;2;3;3;7;190;35
11:00;27;2;5;3;9;190;40
12:00;32;3;7;4;9;230;46
13:00;28;2;8;4;10;;43
14:00;29;3;13;9;9;360;42
15:00;35;2;18;12;12;380;53
16:00;36;2;24;16;11;440;52
17:00;40;3;27;19;13;430;59
18:00;35;3;19;12;10;370;50
19:00;33;2;14;9;9;380;47
20:00;35;3;24;16;9;390;48
21:00;36;3;26;16;6;340;45
22:00;28;3;24;13;7;290;38
23:00;20;3;24;12;5;250;28
