CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.3;20;6;26;19;3;290;24
01:00;1.3;17;6;23;16;1;280;20
02:00;1;16;1;35;23;2;230;19
03:00;1;13;2;32;22;1;240;14
04:00;1;11;1;32;21;1;210;13
05:00;1;15;1;39;22;2;210;17
06:00;1;16;2;34;22;3;220;21
07:00;1;18;1;34;23;7;240;28
08:00;1;20;2;36;23;13;280;39
09:00;1;20;3;45;28;21;330;53
10:00;1.5;27;4;61;37;45;;95
11:00;2.3;38;6;88;50;83;710;165
12:00;2.8;40;8;94;57;78;860;159
13:00;2.5;41;16;80;56;45;710;110
14:00;2.3;38;13;83;57;37;680;95
15:00;2.3;40;9;80;55;38;730;98
16:00;2.8;38;6;58;40;34;640;90
17:00;2.3;35;5;45;33;31;530;82
18:00;1.9;32;5;42;32;21;480;63
19:00;1.9;28;5;41;31;14;390;50
20:00;1.6;25;5;44;32;12;390;43
21:00;1.6;25;5;39;28;10;350;40
22:00;1.6;24;6;31;23;8;350;34
23:00;1.5;22;6;30;21;7;330;33
