CZAS;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;2;16;10;250
01:00;2;19;12;250
02:00;3;16;5;260
03:00;1;19;6;280
04:00;2;19;7;250
05:00;3;19;5;220
06:00;3;19;5;230
07:00;3;18;5;240
08:00;3;16;5;240
09:00;5;15;5;230
10:00;3;12;5;240
11:00;2;6;5;220
12:00;2;5;5;210
13:00;2;5;5;210
14:00;2;5;5;200
15:00;2;5;5;210
16:00;2;5;5;240
17:00;3;6;5;260
18:00;3;9;5;270
19:00;2;13;6;270
20:00;2;13;7;260
21:00;2;11;5;260
22:00;2;11;5;270
23:00;2;12;5;250
