CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;9.3;32;7;83;0;490;32
01:00;10.4;65;14;103;0;1820;65
02:00;0.5;17;6;23;1;230;19
03:00;0.5;16;3;22;1;270;18
04:00;0.5;15;4;19;0;230;15
05:00;0.5;25;4;16;5;310;33
06:00;0.5;22;3;18;7;250;34
07:00;0.7;30;4;27;20;270;60
08:00;1.2;38;4;40;19;330;68
09:00;1.2;24;5;36;7;270;35
10:00;0.7;17;7;32;3;230;22
11:00;0.5;13;11;22;1;230;16
12:00;0.5;13;9;16;3;260;18
13:00;0.5;14;8;14;3;270;19
14:00;0.5;15;14;12;3;310;20
15:00;0.5;17;15;14;3;290;23
16:00;0.5;19;18;14;3;340;24
17:00;0.5;10;15;23;1;280;11
18:00;0.5;8;8;21;0;270;9
19:00;0.5;8;7;20;0;260;9
20:00;0.5;14;5;22;0;400;14
21:00;0.7;32;9;37;0;880;32
22:00;9.8;33;12;79;0;;33
23:00;13.1;25;9;95;0;390;25
