CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;5.5;65;7;109;69;30;870;110
01:00;3.6;58;6;88;56;26;970;98
02:00;1.1;31;6;62;43;4;360;36
03:00;2;48;5;67;46;17;470;73
04:00;1.1;28;4;80;60;3;470;31
05:00;4.4;26;3;72;55;2;500;29
06:00;2.1;35;2;75;53;10;620;48
07:00;3.4;43;7;109;80;15;870;65
08:00;4;39;8;107;78;17;860;64
09:00;4;33;14;101;74;14;820;53
10:00;3.1;28;14;89;62;10;670;43
11:00;2.1;26;17;76;48;6;610;34
12:00;3.9;25;18;65;34;5;740;31
13:00;0.9;11;6;27;12;2;270;12
14:00;0.7;9;8;26;12;1;280;11
15:00;0.7;9;7;22;10;1;310;10
16:00;0.4;10;5;23;10;1;260;11
17:00;0.7;9;7;29;14;1;260;9
18:00;0.4;12;8;29;14;1;240;13
19:00;1.2;30;14;56;28;1;320;31
20:00;2.5;36;12;60;28;2;440;37
21:00;2.9;75;11;102;54;24;;112
22:00;3.5;90;9;106;61;40;880;151
23:00;4;80;9;124;79;67;890;182
