CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;44;3;26;14;8;510;57
01:00;26;3;26;15;3;370;31
02:00;20;4;55;41;5;390;27
03:00;20;3;56;43;7;340;30
04:00;18;3;54;41;16;440;41
05:00;14;3;54;42;18;410;42
06:00;14;3;66;51;33;470;63
07:00;31;3;71;51;50;630;107
08:00;47;3;56;38;38;630;105
09:00;41;3;53;37;24;590;77
10:00;38;4;41;28;22;460;71
11:00;35;4;34;21;17;400;62
12:00;28;5;26;15;10;350;43
13:00;36;16;23;12;10;300;51
14:00;31;16;19;11;8;290;42
15:00;25;7;15;7;6;310;35
16:00;28;5;16;6;6;320;37
17:00;34;5;15;5;6;340;44
18:00;21;4;15;4;3;260;25
19:00;11;4;11;4;2;200;13
20:00;20;4;12;4;3;230;23
21:00;38;3;17;8;5;370;45
22:00;39;3;20;9;3;350;44
23:00;55;3;22;10;6;440;64
