CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;32.5;39;5;51;2;630;43
01:00;21.4;36;5;51;3;790;41
02:00;2.5;34;5;58;7;;44
03:00;2.5;22;4;41;1;;23
04:00;1.5;34;5;33;5;;41
05:00;4.3;36;4;44;7;;47
06:00;16.8;30;5;49;17;;55
07:00;3.9;33;5;54;46;;103
08:00;5;31;6;66;20;;61
09:00;1.6;25;5;79;13;;44
10:00;0.4;15;5;84;6;;23
11:00;;9;2;56;1;;11
12:00;;7;3;28;1;220;8
13:00;;11;3;16;2;370;13
14:00;;14;3;21;2;310;17
15:00;;9;3;24;0;320;10
16:00;;10;6;14;1;430;11
17:00;;14;7;26;1;560;15
18:00;;17;7;34;1;640;19
19:00;;19;7;27;1;680;20
20:00;;21;7;30;0;1080;21
21:00;;42;11;47;0;960;42
22:00;;21;9;81;0;370;21
23:00;;17;7;53;0;370;17
