CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2.7;62;5;58;28;39;860;122
01:00;6.5;49;6;50;27;38;760;108
02:00;0.4;17;6;34;16;0;430;18
03:00;0.4;7;6;33;13;0;370;8
04:00;0.4;9;7;34;13;0;400;9
05:00;0.4;9;7;28;10;0;380;9
06:00;0.4;25;7;29;10;6;480;36
07:00;0.4;21;7;28;9;3;410;26
08:00;0.4;18;6;30;9;4;410;25
09:00;0.4;14;5;28;8;4;390;21
10:00;0.4;8;5;12;3;2;370;11
11:00;0.4;10;4;13;3;3;340;15
12:00;0.4;9;4;12;3;3;300;13
13:00;0.7;7;3;10;3;1;270;9
14:00;0.5;6;4;9;3;1;240;8
15:00;0.4;8;4;10;3;2;270;13
16:00;0.4;6;6;8;3;1;290;7
17:00;0.4;6;4;9;3;1;260;7
18:00;0.4;8;5;9;3;1;330;11
19:00;0.4;5;5;9;3;0;250;5
20:00;0.4;5;6;13;3;0;270;6
21:00;0.7;19;7;48;10;0;;19
22:00;0.5;30;6;63;13;0;;31
23:00;0.7;45;5;46;16;12;500;63
