CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;9.9;30;6;67;51;1510;107
01:00;16;31;3;;68;1690;134
02:00;15.8;35;3;;91;1750;174
03:00;14.7;39;3;;106;1840;201
04:00;14.2;36;3;;88;1730;171
05:00;25.2;31;3;;77;2130;148
06:00;35.1;30;3;;66;2270;131
07:00;31.3;31;4;;74;2710;144
08:00;30.4;34;3;;74;2080;146
09:00;17.4;38;3;;84;1850;166
10:00;17.1;33;4;;84;1450;162
11:00;14;41;6;;86;1450;171
12:00;10.7;33;8;;40;1010;94
13:00;4.3;19;10;;7;;29
14:00;5;27;19;;9;1330;40
15:00;3.5;19;10;;4;790;25
16:00;1.9;16;6;;1;460;17
17:00;4;33;7;;2;790;36
18:00;11;41;10;;3;1280;45
19:00;11.5;41;10;;4;1370;47
20:00;12.8;47;9;;25;1380;85
21:00;7.7;47;7;;58;1490;135
22:00;11.5;41;7;;48;1280;113
23:00;10.2;34;4;67;51;1320;111
