CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;3.2;27;22;70;48;4;590;33
01:00;9;37;11;164;113;2;1120;39
02:00;7.2;31;12;152;111;1;1090;33
03:00;7.4;29;10;133;94;1;990;30
04:00;5.5;32;8;121;71;5;920;40
05:00;5.3;38;11;123;70;15;1080;60
06:00;5.5;41;13;108;64;24;960;78
07:00;5.2;38;14;90;59;30;900;83
08:00;6.8;47;19;112;67;43;;112
09:00;5.3;39;18;99;61;23;890;75
10:00;4;24;16;71;49;3;490;28
11:00;4.1;38;27;101;66;20;870;69
12:00;4.7;30;18;95;58;8;730;41
13:00;3.9;25;18;88;57;5;570;32
14:00;2.8;24;15;87;57;3;550;28
15:00;3;31;16;102;65;6;650;39
16:00;3.2;28;19;102;65;3;610;31
17:00;3.4;29;23;107;67;2;660;32
18:00;3.6;26;27;96;63;1;650;28
19:00;3.5;27;24;84;58;1;520;29
20:00;3.5;29;24;80;56;3;790;33
21:00;3.3;29;26;85;58;4;1040;34
22:00;3.9;30;24;75;54;3;720;34
23:00;3.5;29;26;69;49;4;560;35
