CZAS;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;3;47;32;480
01:00;3;50;36;540
02:00;2;14;5;350
03:00;2;20;8;
04:00;4;62;23;590
05:00;2;54;25;
06:00;2;25;14;
07:00;2;8;5;270
08:00;;9;5;260
09:00;3;22;10;410
10:00;2;39;19;360
11:00;2;20;11;270
12:00;2;20;11;270
13:00;1;22;14;290
14:00;2;23;15;310
15:00;3;20;13;320
16:00;2;17;10;310
17:00;2;19;12;310
18:00;;20;13;
19:00;3;23;15;320
20:00;3;30;19;360
21:00;3;43;30;410
22:00;2;44;31;450
23:00;3;43;31;440
