CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;7.7;19;4;78;72;12;1020;36
01:00;7.8;20;5;80;73;17;1130;45
02:00;4.3;22;5;34;30;8;580;33
03:00;3.7;20;5;32;28;6;530;28
04:00;3;18;5;28;24;5;540;25
05:00;2.3;19;5;26;21;6;530;28
06:00;2.1;20;4;28;23;7;520;30
07:00;2.1;21;4;28;23;8;540;32
08:00;1.9;21;4;31;26;11;580;36
09:00;2.1;27;5;33;27;20;620;57
10:00;2.4;32;5;21;17;20;530;63
11:00;2.4;28;7;20;16;20;;59
12:00;2.6;28;8;23;18;25;670;65
13:00;3.1;29;9;24;20;28;710;71
14:00;3.2;28;6;25;21;22;740;61
15:00;3.6;26;4;24;19;14;680;47
16:00;3.1;27;4;25;21;9;670;42
17:00;2.9;29;3;26;23;11;630;45
18:00;3.2;31;5;33;29;15;710;54
19:00;3.5;29;4;44;39;9;690;42
20:00;4.2;28;3;55;50;8;800;39
21:00;5;24;4;73;66;6;880;32
22:00;6.9;23;4;81;74;8;1020;35
23:00;7.9;21;4;76;70;9;990;34
