CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;3.4;28;4;48;30;17;310;53
01:00;2.6;23;4;46;28;10;260;38
02:00;5.1;34;5;82;62;31;690;83
03:00;5.1;30;4;77;58;23;580;65
04:00;3.5;20;2;67;50;16;510;46
05:00;3.4;26;1;64;47;22;540;61
06:00;3.4;43;2;67;47;41;680;106
07:00;4.3;50;2;78;53;62;860;145
08:00;6;61;2;68;42;61;980;154
09:00;3.5;57;3;58;33;41;850;119
10:00;3.4;64;4;61;30;43;920;129
11:00;4.2;54;6;54;26;26;770;93
12:00;0.7;51;10;46;22;20;770;82
13:00;3.4;52;11;44;22;18;;80
14:00;1.7;53;17;44;21;20;;84
15:00;2.6;55;15;40;18;20;290;85
16:00;1.7;56;14;35;13;14;;79
17:00;1.7;38;13;36;15;5;;46
18:00;0.7;29;5;40;23;3;220;35
19:00;1.2;28;3;42;29;3;210;32
20:00;1.7;38;3;41;25;3;220;42
21:00;0.7;29;2;35;19;1;200;30
22:00;0.7;39;2;47;25;10;270;54
23:00;4.3;43;3;54;32;17;400;69
