CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2.1;39;4;48;6;510;49
01:00;1;25;3;43;3;430;30
02:00;5.6;23;6;64;3;;29
03:00;2.3;22;4;30;2;500;26
04:00;4.8;16;5;35;7;340;28
05:00;1.9;12;3;35;11;320;29
06:00;1;33;5;35;48;580;108
07:00;1;40;6;43;39;700;99
08:00;1;46;10;68;41;1000;109
09:00;11.2;;14;172;;1230;
10:00;16.4;;12;124;;680;
11:00;1.9;;9;55;;400;
12:00;0.2;;15;22;;320;
13:00;0;8;16;27;0;220;8
14:00;0;10;7;27;1;260;12
15:00;0;5;5;16;0;250;5
16:00;0;4;4;20;0;230;5
17:00;0;7;4;8;1;190;8
18:00;0;;;11;;;
19:00;0;7;4;22;3;280;11
20:00;0;33;4;23;7;490;44
21:00;0.4;38;4;43;9;540;51
22:00;0.9;64;4;63;36;1050;120
23:00;4.7;48;4;67;13;700;68
