CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;52;34;310
01:00;48;32;280
02:00;27;17;220
03:00;12;6;170
04:00;9;3;170
05:00;14;6;210
06:00;27;13;400
07:00;43;22;570
08:00;70;42;710
09:00;81;52;650
10:00;67;47;520
11:00;65;44;490
12:00;68;41;430
13:00;62;36;420
14:00;50;27;370
15:00;33;13;290
16:00;41;18;310
17:00;44;20;310
18:00;34;13;310
19:00;44;13;290
20:00;47;19;280
21:00;53;28;310
22:00;57;34;340
23:00;50;31;350
