CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;28;13;125;104;17;950;53
01:00;26;11;106;92;5;580;34
02:00;25;11;105;92;6;610;34
03:00;23;11;103;91;8;560;35
04:00;22;9;90;79;7;490;32
05:00;21;7;79;68;6;450;30
06:00;22;9;77;65;12;460;40
07:00;23;9;86;70;18;490;51
08:00;25;9;88;71;27;;66
09:00;25;8;86;70;29;350;70
10:00;26;12;106;86;31;470;73
11:00;27;11;115;90;25;420;65
12:00;28;12;136;111;22;460;60
13:00;25;11;121;102;13;520;44
14:00;30;15;165;132;20;1060;59
15:00;31;16;123;102;20;640;61
16:00;28;15;97;76;20;440;58
17:00;28;14;102;81;23;520;63
18:00;30;17;106;86;27;800;72
19:00;27;13;90;75;10;340;41
20:00;27;13;100;78;9;710;41
21:00;28;15;94;79;11;690;45
22:00;27;12;100;82;9;630;40
23:00;27;11;103;88;9;700;41
