CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
00:00;1.77918;39.0975;1.21207;66.32;33.36;46.1477;683.663;448.562;109.2
01:00;1.88073;36.3103;1.38867;59.2572;33.8128;34.1692;647.687;495.787;88.3
02:00;2.29563;35.2631;1.14336;52.6639;34.8242;50.0573;735.066;753.78;111.5
03:00;2.77619;25.0236;1.55122;62.8734;42.6;68.0221;842.035;818.067;128.4
04:00;2.76266;19.2538;1.85269;54.597;36.8184;73.0687;819.305;652.29;130.4
05:00;2.11037;16.024;1.22685;52.5511;34.3833;65.834;734.875;678.736;116
06:00;2.05301;14.0882;1;51.5952;34.7657;55.8486;659.846;709.806;98.9
07:00;1.95289;30.3529;2.3;51.5984;33.4276;54.6785;657.865;722.543;113.5
08:00;1.65182;43.7641;3.47898;49.1081;29.4297;43.4881;575.613;709.037;109.9
09:00;0.921066;49.8639;3.71986;50.0499;24.9726;40.8102;515.072;692.46;111.9
10:00;0.846385;37.777;4.68263;39.6877;20.5217;17.316;369.638;646.781;64.1
11:00;0.533771;26.2703;2.763;30.1814;17.1046;10.2451;315.64;580.982;41.8
12:00;0.646694;34.899;20.0218;27.8883;14.8992;12.682;316.371;518.115;54.2
13:00;0.471176;30.5699;22.8605;28.4926;14.6475;9.55598;439.293;487.149;45.2
14:00;0.33877;22.3222;12.3567;22.0131;11.9937;10.9672;338.71;455.642;39
15:00;0.31081;27.1683;17.5548;19.9662;10.4404;7.46503;337.487;410.048;38.6
16:00;0.34779;32.3637;6.91112;22.0873;11.1414;7.74248;382.233;376.03;44.1
17:00;0.47298;33.1921;5.07129;22.9483;11.1319;8.40201;373.272;357.053;46
18:00;0.4176;32.0077;6.54759;21.1518;10.9165;7.29218;415.985;357.572;43.1
19:00;1.40072;33.4036;10.409;22.9541;11.9719;6.01089;405.293;371.907;42.5
20:00;0.54279;40.8038;5.38162;28.1498;12.4546;3.17639;390.235;384.61;45.7
21:00;0.58897;19.6662;4.52525;35.6427;18.4185;1.24354;574.059;385.314;21.5
22:00;1.31648;46.2893;5.43334;49.4356;25.4621;7.69572;931.973;402.159;58
23:00;2.40927;72.9852;4.25999;61.6711;34.3738;56.4839;846.304;476.317;158.9
00:00;2.20111;60.4301;4.51047;51.6541;30.1637;49.0431;824.751;539.919;134.9
