CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
00:00;0.44069;10.3924;5.51907;22.3546;9.78275;1.05406;248.237;283.91;12.0089
01:00;0.42211;9.27805;4.96428;21.5388;9.96906;1.40876;234.34;271.344;11.4392
02:00;0.64453;17.0921;7.48081;23.6112;11.9718;2.91001;274.927;268.001;21.5669
03:00;0.71434;27.9367;10.7652;31.8425;16.0026;2.43061;376.732;277.372;31.6628
04:00;0.744465;24.7388;10.9087;32.6513;18.7976;3.23631;352.399;286.687;29.7036
05:00;0.86731;36.5617;10.8369;36.8763;21.5496;5.29352;381.77;299.688;44.685
06:00;1.27986;48.164;13.4592;36.0517;23.1416;14.5286;453.701;322.062;70.4749
07:00;1.41695;53.225;14.4031;38.9334;23.2611;29.6038;576.932;362.38;98.6433
08:00;1.0836;51.0192;15.3485;36.6217;18.9153;30.8411;567.858;402.332;98.3255
09:00;0.719211;32.7065;12.1337;28.1669;14.3963;16.5823;406.647;423.871;58.1424
10:00;0.702795;22.4549;13.5591;30.7752;17.296;9.06985;370.258;435.787;36.3693
11:00;0.49174;21.0717;9.85828;27.5595;14.2804;9.5586;280.295;423.732;35.7354
12:00;0.577425;20.0461;8.29525;29.8323;12.9843;8.91016;272.29;413.719;33.7166
13:00;0.529107;20.4925;7.62136;29.6769;12.572;9.99228;273.443;400.178;35.8278
14:00;0.535755;19.4519;8.35396;28.7212;11.5381;8.74602;263.582;376.413;32.8647
15:00;0.542249;22.0138;8.21166;27.7958;10.4921;9.31648;283.233;339.701;36.3103
16:00;0.499136;19.8968;7.5178;26.2482;9.38566;6.9108;254.079;300.478;30.4911
17:00;0.424455;23.9996;8.82858;24.6516;9.52183;8.12802;272.832;283.751;36.4756
18:00;0.43131;24.2818;8.69174;20.449;9.13319;7.00606;269.582;271.167;35.0318
19:00;0.484615;27.6492;8.8382;21.3961;9.06023;6.6524;269.067;269.763;37.8487
20:00;0.51465;26.1571;7.80111;21.4752;8.89597;4.5228;273.563;269.923;33.0928
21:00;0.61224;20.7135;9.1045;20.0082;10.7817;2.94465;305.51;273.931;25.2319
22:00;0.855224;30.0198;8.96691;23.6208;13.4612;4.50132;332.491;282.545;36.9289
23:00;0.944065;35.3395;15.2457;31.8355;18.5944;4.58134;357.392;291.815;42.3703
00:00;1.24035;30.8748;16.7125;38.8306;23.7588;2.31596;361.687;305.265;34.4367
01:00;1.55369;24.1314;16.7236;50.4221;32.7531;1.97927;430.45;324.968;27.1811
