CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;13;2;65;47;5;180;20
01:00;17;6;43;34;4;220;23
02:00;36;4;56;41;5;470;43
03:00;27;4;59;44;6;470;36
04:00;25;5;;;6;510;34
05:00;26;4;;;8;620;39
06:00;38;6;;;28;880;80
07:00;53;6;;;65;1080;152
08:00;53;7;;;76;1100;169
09:00;62;9;;;69;900;167
10:00;55;21;;;42;660;119
11:00;38;22;;;24;540;75
12:00;36;17;;;18;440;63
13:00;29;16;;;10;430;43
14:00;36;16;;;14;430;57
15:00;42;13;;;15;540;63
16:00;57;6;;;29;640;101
17:00;40;7;;;17;530;65
18:00;31;7;;;12;450;49
19:00;26;6;;;10;380;41
20:00;21;5;;;7;230;32
21:00;33;7;;;9;270;45
22:00;19;5;;;6;200;28
23:00;14;3;;;6;170;22
