CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;29;8;71;65;6;240;38
01:00;38;13;93;62;7;900;49
02:00;40;18;89;60;8;920;52
03:00;35;15;73;57;6;700;44
04:00;35;15;74;60;7;610;45
05:00;34;13;74;59;8;410;46
06:00;39;14;76;60;30;390;85
07:00;44;16;56;47;50;430;119
08:00;45;17;72;59;81;550;170
09:00;46;16;77;62;87;610;179
10:00;49;17;91;72;85;640;178
11:00;50;17;89;69;74;500;162
12:00;46;15;80;63;49;410;121
13:00;40;12;78;65;28;280;82
14:00;42;12;93;74;29;;86
15:00;41;14;95;75;30;290;87
16:00;40;11;78;66;21;160;71
17:00;40;10;89;75;24;210;76
18:00;38;10;102;89;33;310;88
19:00;34;9;115;95;47;370;106
20:00;30;10;154;119;130;900;228
21:00;31;11;155;131;59;830;120
22:00;31;9;102;85;12;490;49
23:00;30;8;70;63;6;260;38
