CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;37;16;117;81;2;1250;40
01:00;40;20;73;58;4;750;45
02:00;37;19;80;64;4;740;42
03:00;38;13;82;66;5;790;46
04:00;40;13;89;72;5;900;47
05:00;41;9;95;77;17;930;67
06:00;36;7;100;79;19;980;64
07:00;44;8;109;86;99;1300;193
08:00;57;23;102;79;87;1260;190
09:00;48;16;35;26;32;700;97
10:00;21;11;19;10;11;380;38
11:00;16;7;16;6;8;310;28
12:00;15;7;18;8;7;330;26
13:00;19;6;21;8;10;330;34
14:00;22;5;21;8;10;360;38
15:00;26;4;25;11;11;390;43
16:00;30;5;25;9;13;380;49
17:00;36;4;31;11;13;420;54
18:00;39;9;55;29;5;490;46
19:00;32;11;82;59;1;680;34
20:00;33;12;90;65;2;850;36
21:00;31;10;103;78;2;770;34
22:00;44;9;117;90;5;890;51
23:00;45;10;124;94;8;1270;57
