CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;3.2;35;2;68;46;27;640;76
01:00;5.2;25;4;;;21;1010;58
02:00;2.3;17;4;;;3;500;21
03:00;1.2;11;3;;;1;330;12
04:00;1;12;3;;;2;300;14
05:00;1;17;2;;;4;300;22
06:00;1;28;3;;;13;340;47
07:00;1;32;2;;;17;400;58
08:00;1.3;36;3;;;20;460;65
09:00;1.2;32;4;;;10;400;47
10:00;0.9;24;6;;;6;320;33
11:00;0.4;17;5;;;4;310;23
12:00;1;21;5;46;33;5;200;27
13:00;0.4;15;3;36;25;3;;19
14:00;0.4;13;3;31;21;1;220;15
15:00;0.4;13;3;26;16;1;230;15
16:00;0.4;35;2;56;24;10;340;51
17:00;1.2;44;3;61;33;14;470;64
18:00;2.3;57;4;87;52;60;750;148
19:00;4.9;56;2;109;65;120;1170;239
20:00;6.2;46;4;135;89;104;1270;205
21:00;6.4;39;5;104;78;37;1000;95
22:00;2.8;23;5;62;47;2;520;26
23:00;1.9;35;3;60;42;20;590;66
