CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.5;36;3;37;28;5;260;43
01:00;0.5;25;3;39;29;2;280;27
02:00;2.5;;;67;39;;;
03:00;2;29;2;85;49;19;460;60
04:00;2.5;22;2;76;44;12;410;41
05:00;1.9;21;2;47;30;8;320;35
06:00;1.6;20;2;43;29;16;370;47
07:00;1.7;18;2;47;31;34;490;70
08:00;1.7;46;2;47;26;67;710;149
09:00;1.7;59;3;49;19;33;630;110
10:00;1.1;52;3;40;12;15;460;74
11:00;0.5;55;;33;9;13;440;76
12:00;0.5;;;17;4;;210;
13:00;;;;;;;;
14:00;;;;12;4;;;
15:00;0.5;43;;19;6;;380;42
16:00;0.5;36;;28;8;7;410;47
17:00;0.5;10;;29;10;0;;9
18:00;0.5;20;;32;13;0;220;20
19:00;0.5;24;;36;14;3;250;27
20:00;0.5;26;;20;10;2;200;29
21:00;0.5;38;;25;15;4;290;43
22:00;0.5;45;;29;20;10;410;61
23:00;0.5;46;;33;23;8;350;58
