CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;2.5394;49.2691;1.79397;59.4923;51.4238;33.6148;925.45;1010.33;100.834
01:00;1.32862;18.8551;4.88696;24.845;22.3026;3.04083;477.812;720.2;23.5142
02:00;1.16359;19.5098;5.05026;22.4948;19.9558;2.28349;493.345;703.65;23.0118
03:00;1.05408;17.5142;3.30204;22.3329;19.9924;2.91764;480.291;685.255;21.9889
04:00;0.975456;22.2197;2.04889;25.6322;23.1644;4.06847;477.987;639.861;28.4651
05:00;0.951696;28.6471;2.10061;28.4798;25.3599;4.97875;497.769;580.72;36.29
06:00;1.00742;42.0243;3.27544;23.6265;20.8186;30.6735;673.257;557.875;89.0804
07:00;1.05062;47.8755;2.92669;19.2009;16.9794;32.8261;602.36;542.631;98.2347
08:00;0.965574;51.8949;1.87525;17.0523;14.7817;34.6163;578.772;535.199;105.004
09:00;0.953424;49.4482;3.61386;21.4681;18.4434;32.5979;580.245;548.003;99.4605
10:00;0.91449;44.9757;4.24782;22.321;19.5719;29.8496;505.963;549.581;90.7838
11:00;0.9315;36.9559;6.34848;24.0052;21.0426;20.2215;521.127;554.685;67.9739
12:00;0.860544;30.5922;6.08766;16.6049;14.4907;14.7298;447.943;550.929;53.1884
13:00;0.771336;30.5024;5.04952;19.8122;12.8877;15.1808;417.307;540.872;53.7553
14:00;0.721008;32.0426;4.54116;29.1133;13.8906;15.7302;382.58;504.537;56.2167
15:00;0.71928;44.4713;3.34047;39.4046;17.5989;26.9185;481.524;489.433;85.7137
16:00;0.783864;50.4506;3.39219;40.4982;23.5403;29.6942;523.917;482.576;95.9768
17:00;0.870588;60.0143;4.12591;38.8642;26.9514;42.1721;630.527;488.861;124.667
18:00;0.993762;67.2404;4.40151;40.159;30.0677;43.6676;662.021;508.368;134.209
19:00;1.27089;73.662;5.06429;60.1715;48.3861;93.1942;1033.1;572.365;216.64
20:00;1.65245;70.6326;4.70815;78.1808;66.1465;77.9018;1144.97;659.493;190.144
21:00;2.11993;68.4344;4.15398;84.4855;72.033;97.4017;1256.36;764.375;217.859
22:00;2.41877;63.9926;2.98284;81.7267;68.9641;130.261;1332.62;883.13;263.805
23:00;2.57153;50.8117;2.73458;69.9274;59.9423;75.1747;1097.57;960.136;166.13
