CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.4;24;4;30;19;3;330;29
01:00;0.4;23;4;26;19;2;310;26
02:00;;;;;;;;
03:00;;;;;;;;
04:00;;;;;;;;
05:00;;;;;;;;
06:00;;;;;;;;
07:00;;;;;;;;
08:00;;;;;;;;
09:00;;;;;;;;
10:00;;;;;;;;
11:00;;;;;;;;
12:00;;;;;;;;
13:00;;;;;;;;
14:00;0.4;14;4;28;13;7;280;26
15:00;0.4;14;5;27;14;7;300;25
16:00;0.4;17;5;31;17;8;280;30
17:00;0.4;17;5;35;20;8;310;30
18:00;0.4;18;3;33;20;8;300;31
19:00;0.4;19;3;28;17;6;;28
20:00;0.4;16;3;26;15;5;290;23
21:00;0.4;24;5;25;15;5;330;33
22:00;0.4;28;4;27;17;5;380;35
23:00;0.4;28;5;29;18;5;380;36
