CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;0.642978;18.91;2.64744;34.3462;19.8657;2.2543;358.591;318.244;22.3699
01:00;0.383552;10.0289;2.43316;26.777;16.4874;1.31559;299.736;315.695;12.0524
02:00;2.3378;28.8461;3.8836;41.9002;24.9632;5.65831;611.416;542.477;37.5237
03:00;1.39126;24.9439;3.84592;43.7748;25.1424;5.36833;510.158;553.947;33.172
04:00;1.35389;18.9058;4.04542;37.4938;23.702;4.21036;451.969;559.107;25.3685
05:00;1.92086;19.7634;3.22229;40.4222;23.9613;8.63755;435.239;571.706;33.0131
06:00;1.11208;16.7271;3.69666;55.3954;34.684;7.08019;445.012;586.42;27.5924
07:00;1.36336;28.983;3.54371;42.4814;23.9633;29.7181;539.639;569.002;74.5756
08:00;1.85481;60.5289;3.53337;55.0522;24.7454;26.3075;606.555;535.224;100.88
09:00;1.01106;55.7921;4.70155;55.5426;19.5714;14.5702;464.833;508.103;78.1391
10:00;0.980189;56.0174;11.8119;38.2926;16.045;14.1396;411.146;483.069;77.7087
11:00;0.576938;23.2977;10.3341;41.7786;14.8988;4.12965;335.867;461.282;29.6372
12:00;0.532427;31.5778;7.10516;34.5958;14.1818;5.32019;368.983;450.909;39.7394
13:00;0.713692;28.738;7.62312;36.6462;13.8019;3.98313;386.593;444.829;34.849
14:00;0.830746;37.1664;6.72093;36.0662;16.8445;5.11097;424.527;442.268;45.0076
15:00;0.685153;32.911;8.4322;30.971;15.0592;4.1106;346.21;418.089;39.216
16:00;0.688689;29.0532;7.81744;38.1046;15.2002;2.87988;324.02;382.772;33.4584
17:00;0.786989;21.1089;6.8229;30.8308;13.8072;1.87916;320.124;364.684;23.9901
18:00;0.293772;11.3133;5.0806;26.2102;12.0581;0.963307;295.61;350.242;12.7873
19:00;0.429199;11.1124;4.50648;29.9656;13.8123;1.03847;293.329;344.925;12.7135
20:00;;10.7819;3.37451;30.2488;17.1366;0.96019;299.448;336.233;12.2501
21:00;;13.197;3.33017;31.4922;17.6932;1.05753;315.613;327.36;14.8305
22:00;;16.1441;2.68882;27.6282;16.4638;1.09251;330.525;315.61;17.8233
23:00;0.579715;18.2925;2.66961;27.8376;15.3227;1.49224;332.709;313.922;20.5855
