CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
23:00;1.4;18;13;40;32;2;530;843.75;21
00:00;2.1;14;12;32;25;1;450;802.5;16
01:00;1.4;18;12;38;30;2;460;727.5;21
02:00;1.2;20;11;36;30;2;500;632.5;23
03:00;1.2;24;11;35;28;8;460;570;35
04:00;1;27;12;30;24;5;400;480;34
05:00;0.8;16;14;22;18;1;340;446.25;19
06:00;0.7;37;14;22;19;12;450;448.75;54
07:00;1;58;14;29;23;48;600;457.5;132
08:00;1.2;63;13;32;24;55;600;476.25;147
09:00;1.1;61;14;39;28;35;570;490;114
10:00;1.7;56;15;54;35;37;550;496.25;113
11:00;1.8;66;16;55;28;44;650;520;133
12:00;1.3;43;12;60;19;18;430;523.75;70
13:00;1.2;38;14;51;20;16;450;537.5;62
14:00;1.1;29;13;31;17;14;460;538.75;50
15:00;1.2;47;20;56;24;24;580;536.25;84
16:00;1.4;51;20;54;24;31;610;537.5;98
17:00;2;71;13;68;36;64;910;580;169
18:00;3.8;85;12;124;88;170;1630;715;345
