CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;15;6;4;4;2;200;19
01:00;12;6;4;4;0;230;13
02:00;23;3;23;11;4;340;30
03:00;18;2;14;6;2;240;21
04:00;15;2;12;5;1;210;17
05:00;15;3;7;4;2;200;18
06:00;30;2;7;4;12;310;49
07:00;41;3;12;5;27;450;83
08:00;42;3;12;5;31;460;90
09:00;31;4;14;5;21;450;64
10:00;36;7;19;5;21;430;68
11:00;30;5;12;4;17;390;57
12:00;28;8;12;4;13;370;49
13:00;32;9;12;4;15;380;56
14:00;25;5;12;4;11;;42
15:00;22;4;11;4;8;380;36
16:00;20;4;6;4;9;360;35
17:00;21;3;5;4;12;370;41
18:00;25;5;5;4;13;350;45
19:00;21;4;4;4;8;320;34
20:00;24;4;4;4;8;310;37
21:00;23;5;4;4;5;250;32
22:00;28;10;4;4;6;240;37
23:00;20;8;4;4;4;260;26
