CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2;20;6;24;18;2;430;23
01:00;1.4;15;6;20;15;1;390;17
02:00;0.8;11;4;18;13;1;320;13
03:00;0.5;10;3;17;13;1;280;11
04:00;0.5;13;6;19;13;2;290;15
05:00;0.5;13;6;17;12;1;280;15
06:00;0.5;24;6;17;11;7;370;34
07:00;0.5;36;11;20;12;13;450;55
08:00;1.7;39;10;24;12;15;450;63
09:00;1.7;34;6;22;12;14;320;54
10:00;1.5;26;5;20;10;10;270;42
11:00;0.5;19;5;15;8;7;270;30
12:00;0.5;21;4;19;11;7;230;33
13:00;0.5;21;4;19;11;8;230;33
14:00;0.5;22;3;16;10;9;260;36
15:00;1.8;26;3;19;13;11;290;42
16:00;1.8;31;5;20;13;12;310;50
17:00;2;35;4;19;14;14;370;55
18:00;2.1;49;7;23;14;21;420;81
19:00;2;34;3;15;11;15;390;56
20:00;2.5;32;3;25;17;7;380;44
21:00;2.3;28;4;27;20;5;370;35
22:00;2;;;25;19;;;
23:00;2;20;6;25;19;3;400;24
