CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.2;45;5;23;4;400;52
01:00;1;27;3;21;2;270;31
02:00;0.5;14;4;10;1;210;16
03:00;0.5;12;4;13;1;170;15
04:00;0.5;7;3;17;1;150;9
05:00;0.5;8;4;16;0;170;9
06:00;0.5;17;4;10;4;240;23
07:00;0.5;23;5;9;8;260;37
08:00;0.5;22;4;10;8;330;36
09:00;0.5;18;3;16;6;270;28
10:00;0.5;22;2;15;6;280;31
11:00;0.5;18;2;20;5;250;27
12:00;0.5;16;2;21;6;240;26
13:00;0.5;17;2;24;7;250;28
14:00;0.5;20;3;17;6;310;30
15:00;0.5;22;5;16;8;280;36
16:00;0.5;29;7;11;10;380;45
17:00;0.5;24;7;14;9;370;39
18:00;0.5;24;8;19;9;350;38
19:00;0.5;23;6;15;6;320;33
20:00;0.5;27;4;14;6;;38
21:00;0.5;39;6;18;6;360;50
22:00;0.5;42;5;13;7;480;53
23:00;0.7;60;5;17;13;550;80
