CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;4;51;3;91;57;26;940;90
01:00;4.6;39;3;88;56;23;1010;73
02:00;8.6;32;3;105;61;1;540;34
03:00;7.3;36;3;82;49;7;370;46
04:00;3.7;31;2;54;32;3;370;36
05:00;2.3;31;2;51;31;9;320;44
06:00;2;38;2;50;30;9;330;52
07:00;1.6;34;1;42;25;12;350;52
08:00;0.4;31;2;32;18;9;280;44
09:00;0.4;22;1;23;12;5;250;29
10:00;0.4;20;1;23;11;5;250;26
11:00;0.4;21;4;23;12;7;240;31
12:00;0.4;12;3;21;11;3;260;17
13:00;0.4;11;3;20;10;2;250;14
14:00;0.4;6;3;21;11;1;250;7
15:00;0.4;12;1;24;12;1;200;14
16:00;0.4;12;1;25;13;2;;14
17:00;0.4;11;2;22;12;2;330;14
18:00;0.4;10;1;24;12;1;260;11
19:00;0.4;11;1;26;13;1;290;12
20:00;0.4;26;1;34;16;2;370;29
21:00;0.8;29;2;68;40;3;590;33
22:00;2.8;17;3;79;52;1;630;18
23:00;3.3;43;3;91;58;11;780;60
