CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;17.9;59;16;216;11;3030;75
01:00;34.1;46;11;252;12;2660;64
02:00;15.6;51;24;184;7;1200;61
03:00;11;48;23;153;10;1550;63
04:00;10.8;35;13;142;13;1680;55
05:00;12.9;46;22;192;28;2230;89
06:00;22.5;44;25;184;37;;101
07:00;17.6;45;36;224;37;1860;103
08:00;22.1;36;34;212;21;1510;69
09:00;5.5;32;30;153;16;1320;57
10:00;5.5;42;38;120;23;1840;78
11:00;9.8;25;29;127;9;1220;39
12:00;3.9;14;20;86;3;770;18
13:00;0.5;7;12;45;1;500;9
14:00;0;;;27;;;
15:00;0;7;6;11;1;;9
16:00;0;9;8;31;1;760;12
17:00;0.1;8;6;29;1;670;10
18:00;0.5;10;8;42;1;780;12
19:00;0.1;25;9;53;2;1120;28
20:00;1.6;46;13;83;2;1910;49
21:00;21.3;62;21;158;5;2970;70
22:00;27.5;25;18;173;1;1210;27
23:00;7.3;34;12;129;2;1670;36
