CZAS;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;15;48;34;320
01:00;20;36;23;260
02:00;16;86;67;620
03:00;15;99;75;670
04:00;;96;75;
05:00;16;80;61;560
06:00;16;71;51;610
07:00;15;64;45;730
08:00;19;61;39;780
09:00;22;55;29;650
10:00;;56;23;560
11:00;;44;17;470
12:00;;69;21;350
13:00;;52;17;270
14:00;;50;16;260
15:00;;56;18;270
16:00;;42;13;260
17:00;;50;13;190
18:00;;51;19;190
19:00;;54;29;250
20:00;;50;29;250
21:00;;57;35;330
22:00;;59;41;380
23:00;;60;43;390
