CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.4;47;2;28;7;410;57
01:00;0.9;45;2;34;9;490;59
02:00;1;34;1;22;15;480;57
03:00;1;25;3;19;11;420;41
04:00;1;20;2;18;10;400;34
05:00;1;17;2;9;11;360;35
06:00;1;17;2;24;24;390;53
07:00;1;27;2;32;43;470;93
08:00;1.5;26;2;32;7;280;36
09:00;0.5;;2;28;;230;
10:00;0.4;18;2;23;6;260;26
11:00;0.4;21;2;14;9;280;33
12:00;0.4;33;4;9;10;380;48
13:00;2.7;33;14;17;8;320;44
14:00;;;;;;;
15:00;;;;;;;
16:00;;;;;;;
17:00;;;;;;;
18:00;;;;;;;
19:00;;;;;;;
20:00;;;;;;;
21:00;;;;;;;
22:00;;;;;;;
23:00;;;;;;;
